Geneid	S38.fastq.gz	S37.fastq.gz	S35.fastq.gz	S32.fastq.gz	S31.fastq.gz	S29.fastq.gz	S26.fastq.gz	S25.fastq.gz	S23.fastq.gz	S20prime.fastq.gz	S20.fastq.gz	S19.fastq.gz	S16.fastq.gz	S15.fastq.gz	S12.fastq.gz	S11.fastq.gz	S8.fastq.gz	S7.fastq.gz	S4.fastq.gz	S3.fastq.gz
GWK60_B00803	17	21	38	38	31	50	43	17	30	15	17	7	17	6	23	17	14	26	6	13
GWK60_B00825	388	530	188	379	222	337	1214	312	854	928	761	539	1006	440	1025	904	221	388	219	102
GWK60_B00847	28	33	16	12	26	12	38	8	26	8	19	13	18	9	8	32	4	10	10	14
GWK60_B00869	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1
GWK60_B00891	127	122	603	699	1828	1027	1569	593	1550	1299	1106	914	1430	1114	1323	1821	98	180	62	43
GWK60_B00913	583	822	2582	2120	7502	3468	1174	1886	2580	1714	1303	610	809	550	358	768	206	633	315	223
GWK60_B00935	14145	12241	252	120	231	194	234	133	260	177	142	128	124	141	553	809	2516	3379	9728	7834
GWK60_B00957	514	532	743	789	1276	954	1618	596	1119	981	730	494	723	484	641	734	231	446	283	182
GWK60_B00979	1104	1055	712	794	1012	826	1445	563	1247	1068	762	597	801	578	920	1115	525	813	674	538
GWK60_B01001	834	892	350	479	760	405	461	248	664	515	424	380	276	242	584	720	492	752	717	573
GWK60_B01023	17718	15081	1199	798	661	878	1344	532	715	515	480	408	604	459	2772	2804	4443	6115	12229	10263
GWK60_B01045	1002	883	541	445	521	533	315	249	312	159	124	64	61	38	38	65	99	185	720	573
GWK60_B01067	7	7	8	5	6	4	17	8	6	6	8	4	3	0	4	5	3	4	8	5
GWK60_B01089	349	302	155	219	268	201	288	128	287	230	187	137	195	127	210	242	136	246	175	176
GWK60_B01111	0	2	2	2	0	1	0	0	0	0	1	0	0	0	1	2	2	2	3	0
GWK60_B01133	568	498	446	434	639	494	980	345	738	603	440	350	522	307	531	573	282	452	317	263
GWK60_B01155	750	749	947	868	1152	1103	1566	615	1245	1019	803	541	786	466	655	769	340	607	570	409
GWK60_B01177	3013	2664	1781	1669	2089	2045	3632	1366	2530	2330	1912	1410	1942	1243	1948	2175	1155	1760	1604	1249
GWK60_B01199	1149	987	269	255	233	301	395	170	213	119	81	52	47	40	34	46	102	135	568	445
GWK60_B01221	1458	1387	1138	1255	2074	1580	2903	1156	2390	2886	2123	1717	2579	1643	2356	2965	1210	2342	686	630
GWK60_B01243	1757	1645	1255	1372	1910	1517	1821	920	1619	1371	1006	674	863	586	987	1240	643	1141	1094	757
GWK60_B01265	1089	1008	506	493	626	600	930	352	556	415	317	245	259	167	290	354	213	392	581	465
GWK60_B01287	727	671	269	266	276	292	384	154	229	165	103	87	103	70	105	98	127	168	450	334
GWK60_B01309	446	375	162	190	203	230	361	145	257	176	152	130	130	80	164	170	105	178	310	230
GWK60_B01331	338	310	455	499	617	592	1020	348	679	498	430	303	404	193	291	307	78	153	85	75
GWK60_B01353	978	935	1170	1164	1481	1341	2954	1007	1719	1297	1099	799	1158	703	1037	1121	577	705	647	454
GWK60_B01375	482	487	374	308	427	341	571	243	331	220	148	130	146	92	183	175	118	160	328	229
GWK60_B01397	540	525	608	499	861	589	1125	411	752	665	528	442	683	424	703	731	307	436	391	282
GWK60_B01419	105	94	629	586	1246	861	1358	557	950	813	661	520	721	483	525	600	77	107	55	59
GWK60_B01441	586	514	492	414	499	522	1007	342	663	522	420	309	399	240	369	443	197	311	260	270
GWK60_B01463	544	603	634	613	887	720	1403	500	1106	1039	902	718	1011	699	892	1010	365	476	342	260
GWK60_B01485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GWK60_B01507	2131	1968	1408	1302	1621	1437	2642	967	1762	1216	1055	868	978	722	1183	1293	718	1103	1276	942
GWK60_B01529	409	314	347	325	352	385	759	231	473	362	321	193	339	196	313	297	175	257	214	178
GWK60_B01551	290	331	421	385	581	547	1123	356	589	464	418	279	394	204	290	379	154	230	206	131
GWK60_B01573	114	136	277	353	647	427	842	280	573	439	373	288	376	233	318	343	82	132	65	56
GWK60_B01595	650	600	257	208	268	230	328	154	278	162	145	126	110	88	155	194	152	206	411	325
GWK60_B01617	635	654	338	343	357	360	959	286	580	721	647	491	758	474	805	826	393	612	386	329
GWK60_B01639	1131	1119	382	387	448	481	869	372	632	1105	911	703	1063	711	952	1139	497	902	568	492
GWK60_B01661	789	747	607	576	605	553	1170	419	696	518	365	264	331	204	337	382	255	397	549	452
GWK60_B01683	190	222	289	272	302	305	605	206	321	215	164	118	130	84	106	138	84	122	134	94
GWK60_B01705	2	4	37	39	42	57	149	51	137	51	44	25	35	15	5	0	0	1	0	1
GWK60_B01727	1451	1127	261	248	195	250	368	132	195	96	95	57	71	47	90	113	167	237	832	596
GWK60_B01749	938	870	447	504	870	575	831	324	622	562	401	326	356	263	484	549	344	503	464	367
GWK60_B01771	195	187	1041	1094	2291	1524	2166	848	1794	1308	1087	760	987	706	888	960	181	301	77	68
GWK60_B01793	1414	1414	770	462	731	578	771	334	536	905	737	522	972	549	1035	1393	1126	1786	2226	1575
GWK60_B01815	69	60	92	91	99	100	105	47	70	77	55	52	51	38	57	67	23	43	23	16
GWK60_B01837	231	250	209	225	272	231	451	148	216	224	190	158	180	112	219	266	123	227	171	112
GWK60_B01859	345	304	656	600	831	768	1194	418	719	533	435	331	392	236	338	374	134	256	215	127
GWK60_B01881	3173	2943	3935	3775	6383	4959	8341	3260	6625	6218	4707	3693	5167	3642	4474	5163	1661	2695	1542	1239
GWK60_B01903	92	75	72	55	116	67	95	55	115	58	65	54	63	36	57	65	36	42	64	48
GWK60_B01925	2	3	1	3	0	5	0	3	4	3	2	1	2	0	4	4	1	3	0	1
GWK60_B01947	384	355	416	460	717	496	905	340	776	674	507	411	512	371	476	614	209	383	204	150
GWK60_B01969	529	550	315	336	412	363	645	227	486	565	430	340	485	266	522	507	289	395	242	197
GWK60_B01991	482	496	223	275	534	230	282	145	340	280	224	186	139	139	264	380	258	410	455	401
GWK60_B02013	1412	1356	635	735	894	922	1569	555	1282	2003	1577	1265	1855	1154	1507	1731	662	1140	686	558
GWK60_B02035	3517	3158	2760	2395	3255	2897	5202	1804	3426	2646	2202	1648	2419	1505	2232	2634	1245	1770	2037	1604
GWK60_B02057	536	473	529	536	643	667	1113	356	695	504	382	302	411	257	423	465	230	328	285	214
GWK60_B02079	441	343	347	327	395	350	686	254	475	365	275	246	295	164	348	332	177	259	174	186
GWK60_B02101	835	846	352	329	476	369	867	310	674	917	710	606	942	566	895	964	383	666	401	335
GWK60_B02123	523	533	221	160	193	167	254	128	171	133	109	86	76	44	96	131	118	179	356	288
GWK60_B02145	253	246	193	148	208	206	424	148	233	226	146	112	135	98	186	185	93	143	111	82
GWK60_B02167	2536	2318	1054	975	1119	1026	1833	679	1306	1285	956	851	1129	679	1301	1491	984	1466	1650	1309
GWK60_B02189	108	61	45	27	47	38	87	33	46	30	23	25	25	21	30	33	10	33	45	23
GWK60_B02211	488	585	908	816	1677	1066	929	613	1157	1019	801	441	756	487	470	801	269	573	427	291
GWK60_B02233	147	196	767	858	1837	1057	1231	616	1071	958	699	420	609	398	392	497	137	198	68	58
GWK60_B02255	772	705	914	786	1024	1045	1377	628	994	909	694	441	659	376	573	630	278	559	427	319
GWK60_B02277	2211	2531	3967	4106	6984	4951	5173	2825	5218	6374	5059	3101	4911	3069	2636	3707	923	1746	449	421
GWK60_B02299	1330	1610	2466	2297	3069	2263	2989	1239	1917	1398	1034	652	1124	751	1265	1416	671	1127	361	267
GWK60_B02321	49840	45992	94821	85855	152190	100762	95861	53199	81255	63123	46876	30541	40474	28472	29972	38410	14133	26518	52	38
GWK60_B02343	2194	2184	2089	1788	3049	1844	1985	1181	2699	2087	1753	1029	1607	1054	1293	2106	895	2038	1607	1223
GWK60_B02365	1710	1587	1607	1378	1179	1495	2946	932	1416	848	672	454	544	295	620	577	618	1073	1179	877
GWK60_B02387	1083	1082	925	897	1278	1028	1739	686	1341	1108	840	675	860	566	935	991	458	690	647	528
GWK60_B02409	1104	1287	14148	14983	38398	22476	19971	11828	22689	16597	12763	9437	11033	8410	4903	6659	799	1597	420	285
GWK60_B02431	4070	3533	2039	2004	3563	2242	3237	1353	2524	1913	1392	1116	1336	985	1531	1599	964	1329	2290	1944
GWK60_B02453	2563	1815	1812	1420	1363	1617	2248	848	1092	649	488	389	424	268	506	511	538	796	1292	1057
GWK60_B02475	902	825	1024	1056	1404	1203	1844	759	1426	916	823	625	766	516	762	925	393	671	482	400
GWK60_B02497	5	1	10	18	21	22	25	10	24	23	20	6	10	8	10	9	5	2	1	0
GWK60_B02519	614	563	547	591	818	504	844	364	776	526	403	304	306	207	327	362	211	260	343	245
GWK60_B02541	400	443	878	757	1208	955	1883	676	1195	1084	993	728	1027	640	880	952	335	537	261	188
GWK60_B02563	9694	9336	7856	6791	8572	7375	10238	4016	7091	10099	7691	5843	9123	5357	7007	8510	4074	6907	6395	4468
GWK60_B02585	572	541	675	609	888	710	1215	441	742	562	443	362	447	289	407	483	256	447	295	211
GWK60_B02607	305	301	346	340	530	472	740	233	435	402	318	234	417	234	426	464	186	371	112	98
GWK60_B02629	235	209	206	235	390	219	406	143	273	243	185	136	154	99	183	224	130	224	153	127
GWK60_B02651	347	391	452	447	607	587	922	308	675	567	524	381	505	338	378	458	158	244	177	99
GWK60_B02673	1756	1533	2876	2910	3052	3318	6500	2012	2716	1817	1446	1192	1325	908	1108	1313	533	966	776	693
GWK60_B02695	430	343	280	240	310	289	399	165	312	234	203	178	205	158	251	290	157	209	192	161
GWK60_B02717	1047	826	403	257	488	340	325	145	296	341	260	204	290	185	298	387	167	341	202	142
GWK60_B02739	1067	1001	5266	5740	14534	7651	8748	3679	7006	5479	4048	3093	3842	2388	2382	2694	386	674	191	156
GWK60_B02761	763	444	545	474	1173	715	933	419	832	574	445	409	393	328	332	438	47	91	6	6
GWK60_B02783	47	39	85	70	185	77	111	49	71	51	49	45	48	28	38	49	9	21	7	2
GWK60_B02805	1791	1746	5188	3898	8102	3646	5085	1404	2064	4354	3255	1807	3136	2075	3147	3864	687	926	1	3
GWK60_B02827	101	77	125	123	222	132	292	103	210	191	160	125	165	101	132	182	37	89	33	20
GWK60_B02849	771	725	968	868	1289	826	1294	518	1305	1372	1078	947	1037	772	1285	1770	438	823	71	95
GWK60_B02871	1358	1373	2574	2654	3618	2741	4267	1647	3214	3090	2531	2010	2170	1473	2135	2559	881	1494	502	484
GWK60_B02893	16977	12560	5385	5374	7164	6268	9812	3758	5680	4410	3482	2923	3184	2332	4256	5969	3516	6017	9219	7998
GWK60_B02915	4394	5795	6785	9356	18770	8869	11327	5576	13552	14597	11452	8442	12556	9089	11025	14683	5217	9859	2934	2404
GWK60_B02937	341	296	172	106	183	147	214	123	285	162	128	122	129	114	192	234	137	239	287	235
GWK60_B02959	311	344	519	536	709	581	952	374	714	541	468	321	439	261	344	411	162	274	233	157
GWK60_B02981	0	1	3	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
GWK60_B03003	645	618	684	616	586	666	1209	443	785	572	492	353	511	335	493	613	331	489	417	337
GWK60_B03025	89	131	205	251	405	311	613	234	592	653	572	440	672	442	791	915	269	479	95	70
GWK60_B03047	2	0	0	1	0	0	0	0	0	0	0	1	1	1	6	2	0	1	1	1
GWK60_B03069	3437	3150	1626	1542	2078	1914	3861	1386	2754	2219	1722	1435	1886	1306	2098	2401	1430	2123	2268	1890
GWK60_B03091	850	805	367	324	411	366	922	290	643	1012	700	639	1068	601	975	987	387	696	398	302
GWK60_B03113	505	456	272	236	246	347	554	216	435	374	324	234	335	194	423	550	263	434	267	203
GWK60_B03135	166	178	452	476	1186	696	1167	518	992	716	596	449	566	410	357	472	68	134	71	40
GWK60_B03157	1294	1132	716	554	731	702	1246	455	856	741	563	470	599	404	780	776	448	656	680	561
GWK60_B03179	300	274	136	176	291	182	297	133	240	228	167	132	153	108	207	229	141	236	179	135
GWK60_B03201	437	387	483	491	603	525	842	309	612	448	368	264	338	227	308	400	189	275	257	196
GWK60_B03223	1039	974	749	919	1143	857	1542	599	1286	1004	824	717	752	526	891	1069	626	890	723	563
GWK60_B03245	277	261	573	559	649	618	958	385	646	508	402	282	380	252	322	401	165	297	317	227
GWK60_B03267	492	502	356	357	586	496	831	305	707	794	652	490	689	434	598	668	255	403	192	149
GWK60_B03289	180	175	953	961	2297	1280	2039	911	1715	1237	966	723	879	622	608	720	168	328	87	65
GWK60_B03311	63122	51563	46029	34957	21516	38918	60190	22548	27878	15356	11964	9360	8045	4771	10655	11246	13640	18737	33148	26117
GWK60_B03333	2182	2496	4647	4069	8811	5452	6252	2963	5563	5123	4122	3243	3875	3001	3035	4247	1366	2194	1066	837
GWK60_B03355	87	96	777	664	1148	774	940	349	438	281	191	145	225	153	159	166	44	58	25	21
GWK60_B03377	1516	1512	1562	1247	1623	1424	2395	959	2033	2123	1784	1714	2050	1314	1606	2023	894	1445	1212	1005
GWK60_B03399	745	685	317	418	586	372	503	252	550	508	380	341	306	252	556	571	379	663	502	375
GWK60_B03421	873	893	1439	1531	2950	1904	1773	967	1680	1438	1125	731	1093	738	818	1232	395	812	544	417
GWK60_B03443	233	186	519	498	971	630	1033	394	723	565	454	333	532	259	423	363	138	246	132	91
GWK60_B03465	1153	1210	4575	5611	13098	7312	7898	3612	7074	6072	4815	3379	4774	3365	3586	4437	874	1667	358	297
GWK60_B03487	466	441	293	204	388	218	278	167	403	263	215	172	216	140	289	371	203	309	326	224
GWK60_B03509	38	60	79	52	179	109	47	68	88	56	41	20	33	31	37	69	22	95	103	101
GWK60_B03531	6514	6733	8312	9709	19975	11249	16850	7043	15823	15243	12007	8877	12402	8199	11046	13017	4001	7241	3285	2913
GWK60_B03553	667	629	244	382	487	342	430	181	405	348	255	224	221	172	326	350	222	288	428	292
GWK60_B03575	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1
GWK60_B03597	3558	3037	2558	2428	2462	2720	4988	1706	2716	1915	1509	1088	1323	816	1359	1415	807	1296	1376	1076
GWK60_B03619	3673	3089	690	546	650	653	872	429	622	583	459	349	461	344	568	739	664	1026	2264	1778
GWK60_B03641	468	574	2166	2623	4770	3747	5317	2488	4936	3500	2624	1772	2374	1430	1678	1973	532	1069	179	139
GWK60_B03663	217	172	157	197	319	222	304	147	290	267	222	155	200	142	265	312	132	261	87	94
GWK60_B03685	632	634	484	450	631	487	928	318	524	483	389	290	419	232	580	547	281	462	353	290
GWK60_B03707	257	247	189	219	204	174	302	116	169	114	86	57	65	34	62	44	39	74	116	75
GWK60_B03729	808	789	742	609	633	743	1346	499	724	584	439	294	354	228	515	450	315	526	500	346
GWK60_B03751	50	62	63	74	139	82	121	46	117	93	76	60	98	63	86	122	43	81	31	25
GWK60_B03773	665	616	340	387	477	446	694	244	473	462	325	286	366	230	459	480	261	423	308	237
GWK60_B03795	2003	1884	399	348	437	420	597	226	385	350	286	208	319	200	517	552	625	900	1216	1064
GWK60_B03817	833	583	65	50	106	86	154	63	162	173	111	90	184	136	229	320	101	186	81	87
GWK60_B03839	704	631	622	591	1046	759	1031	436	860	707	562	422	593	422	537	727	289	499	290	239
GWK60_B03861	5590	4099	2468	1910	1959	2264	2928	1134	1183	701	561	483	421	301	996	1364	1381	2154	3869	3165
GWK60_B03883	613	583	659	670	851	763	1297	463	861	639	554	401	532	304	528	582	302	488	526	441
GWK60_B03905	564	550	656	770	1079	843	1167	539	1047	1041	743	456	716	490	663	792	319	515	321	262
GWK60_B03927	618	557	1071	1164	2077	1329	2271	872	1624	1282	1009	794	848	524	826	934	231	412	177	147
GWK60_B03949	0	0	2	1	7	1	3	4	6	3	4	0	3	1	1	2	1	1	0	0
GWK60_B03971	338	322	374	417	547	460	835	314	510	500	348	264	354	240	381	427	196	337	156	114
GWK60_B03993	3581	3135	465	400	276	336	533	200	245	97	82	62	39	35	69	103	309	399	2095	1520
GWK60_B04015	1171	1033	718	656	931	684	1179	411	755	546	378	314	418	241	452	488	297	460	609	440
GWK60_B04037	1819	1603	629	579	407	622	1018	388	437	154	130	95	68	41	57	45	161	169	1097	761
GWK60_B04059	944	1117	879	884	988	942	1871	662	1215	1020	733	544	708	474	861	911	463	701	760	561
GWK60_B04081	489	450	66	178	108	123	376	83	218	233	225	103	180	60	143	130	76	86	115	48
GWK60_B04103	19	23	12	18	20	30	41	14	37	31	18	16	34	15	36	27	8	15	16	14
GWK60_B04125	37880	31880	5561	3980	4045	4831	4581	2396	2735	1837	1321	1035	1229	853	2034	2664	6002	8670	27408	22954
GWK60_B04147	676	590	404	354	415	404	559	227	347	211	178	115	129	113	106	159	136	167	427	280
GWK60_B04169	872	779	1075	971	1105	1065	1532	559	807	506	463	268	328	201	207	253	160	210	364	283
GWK60_B04191	1369	1253	2487	2856	6317	3631	5175	2421	4898	4168	3039	2165	2855	1825	1887	2365	476	884	370	294
GWK60_B04213	6618	5841	2166	1825	2248	1961	3138	1291	2194	1819	1462	1056	1434	1017	1703	2039	1489	2246	4280	3469
GWK60_B04235	255	302	342	486	640	532	1192	373	899	1474	1152	987	1409	905	874	950	274	443	161	112
GWK60_B04257	712	679	583	531	670	605	1022	375	673	616	543	413	580	321	557	613	360	489	404	352
GWK60_B04279	278	269	247	275	364	305	633	246	491	412	325	233	323	191	310	306	116	194	156	123
GWK60_B04301	1860	1192	602	406	379	495	903	366	423	218	187	144	159	97	127	113	133	190	639	585
GWK60_B04323	21	24	6	8	14	5	21	8	16	10	13	10	13	10	21	9	7	12	22	21
GWK60_B04345	519	484	497	424	639	480	897	280	507	404	372	255	344	237	336	392	165	264	205	186
GWK60_B04367	1823	1654	1093	1221	1700	1424	2737	931	1978	1939	1457	1191	1652	1091	1750	1870	723	1265	969	779
GWK60_B04389	1506	1473	2049	2183	4570	3210	2807	1812	3508	2921	2436	1355	1892	1277	1473	2142	689	1393	997	726
GWK60_B04411	537	635	552	528	903	662	971	450	807	792	548	368	579	357	602	660	297	548	411	302
GWK60_B04433	4142	4079	2775	3289	4034	3622	6629	2314	4670	4301	3494	2667	3409	2263	3690	3905	1829	2840	3163	2289
GWK60_B04455	2314	2068	1490	1318	1651	1492	1988	754	1060	1069	955	630	867	495	1156	1272	935	1730	1367	1058
GWK60_B04477	551	511	247	232	243	213	424	151	314	254	231	167	227	133	300	336	239	377	319	255
GWK60_B04499	1675	1674	1686	1657	1891	1984	3818	1314	2430	2139	1651	1156	1712	1087	1677	1885	868	1249	942	780
GWK60_B04521	88	78	371	483	510	486	1065	319	421	272	192	135	176	124	132	158	38	59	72	59
GWK60_B04543	1328	1367	362	520	739	505	803	321	651	749	589	496	622	451	962	1069	613	932	809	679
GWK60_B04565	175	149	298	305	476	359	592	220	405	341	255	194	248	157	223	213	113	164	150	85
GWK60_B04587	603	642	393	334	418	476	764	300	615	676	508	440	629	368	476	568	236	375	278	200
GWK60_B04609	297	307	459	563	902	671	966	368	635	472	355	218	275	176	227	267	96	189	191	151
GWK60_B04631	104	123	98	119	121	116	131	47	128	106	72	40	65	36	73	80	39	81	89	58
GWK60_B04653	2319	1923	1374	1329	2172	1631	2261	1026	2160	1993	1467	981	1435	970	1263	1662	709	1253	1299	1027
GWK60_B04675	426	440	538	603	850	649	1365	450	650	531	444	309	377	217	379	337	190	280	321	199
GWK60_B04697	1035	1070	992	516	833	651	1331	514	1334	1074	883	657	1323	860	1084	1275	603	949	802	608
GWK60_B04719	436	428	205	151	216	141	240	110	297	228	187	163	254	169	270	282	195	274	297	200
GWK60_B04741	350	304	356	280	372	365	670	252	429	351	305	270	328	185	257	319	148	250	225	196
GWK60_B04763	379	441	1703	1530	2586	2028	3332	1265	2192	1896	1374	966	1489	810	646	605	141	223	130	85
GWK60_B04785	197	181	261	263	353	326	562	205	388	327	244	162	222	150	216	176	49	119	68	41
GWK60_B04807	1774	1637	569	540	630	566	932	369	508	381	238	187	226	161	335	385	370	487	1179	937
GWK60_B04829	509	491	651	645	793	673	1395	457	792	627	510	397	551	331	514	592	244	391	254	220
GWK60_B04851	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
GWK60_B04873	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0
GWK60_B04895	476	457	950	828	991	1009	1705	599	1132	759	612	493	610	420	534	705	346	566	423	358
GWK60_B04917	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GWK60_C00011	2091	2619	109	65	95	94	164	64	227	121	99	88	104	37	101	80	66	59	86	19
GWK60_C00033	57	58	314	224	256	186	306	108	118	36	34	25	29	14	10	8	5	12	7	7
GWK60_C00055	299	304	855	652	832	867	1227	484	707	412	300	310	289	196	244	306	154	272	233	196
GWK60_C00077	371	478	503	661	931	637	1131	339	654	741	658	311	600	319	555	526	310	350	379	217
GWK60_C00099	1188	1492	8601	9309	15430	11583	20342	7997	15502	11440	8331	7469	9244	5675	5266	5029	961	1712	418	211
GWK60_C00121	943	856	367	279	336	321	570	280	408	370	293	229	316	237	430	489	342	525	538	434
GWK60_C00143	1048	1010	3063	3184	4286	3967	7050	2450	4681	3728	2922	2093	2686	1692	1865	2074	682	1125	643	499
GWK60_C00165	534	492	337	391	644	345	449	234	427	351	280	246	223	174	364	365	252	430	414	339
GWK60_C00187	1318	1176	1920	2212	3708	2465	3168	1275	2238	1630	1518	1173	1316	919	1297	1405	547	942	626	460
GWK60_C00209	1078	919	514	525	591	530	838	343	704	708	634	467	596	370	629	843	416	721	595	492
GWK60_C00231	409	391	889	842	1219	1020	1766	656	1157	851	757	445	695	415	610	672	281	434	194	192
GWK60_C00253	417	507	916	932	1240	938	1863	678	1219	1131	862	639	914	521	850	884	305	458	329	237
GWK60_C00275	834	838	2292	2665	3993	3007	5476	1961	3569	3118	2384	1832	2588	1489	2192	2236	663	1238	356	327
GWK60_C00297	628	575	826	948	896	918	1930	564	919	825	666	385	646	319	530	510	307	424	437	331
GWK60_C00319	337	416	121	205	304	173	229	106	242	265	225	210	258	161	347	396	232	341	319	243
GWK60_C00341	807	740	411	498	689	575	782	325	553	482	385	324	365	232	467	622	311	588	416	336
GWK60_C00363	978	1121	1312	1412	2650	1682	2160	855	1698	1591	1196	904	1158	766	1082	1319	327	537	277	221
GWK60_C00385	306	348	221	215	293	233	436	161	367	282	223	191	229	165	242	290	153	259	210	186
GWK60_C00407	655	708	308	247	356	329	530	175	316	354	255	195	272	171	301	402	252	370	493	387
GWK60_C00429	319	323	321	272	338	332	611	235	399	274	224	180	206	141	191	256	138	227	180	133
GWK60_C00451	328	351	496	534	703	640	1089	432	863	637	505	391	470	304	377	432	212	279	225	147
GWK60_C00473	3325	2891	3944	4020	7142	5069	8103	2967	5877	5423	4292	3143	4541	2900	4104	4503	1531	2680	1723	1362
GWK60_C00495	415	516	2074	1733	5112	3304	1866	1679	3086	2193	1689	668	1118	761	595	1096	219	654	299	212
GWK60_C00517	1838	1428	3204	3596	6747	4379	7361	2897	5116	3864	3132	2525	2513	1826	2142	2373	899	1545	874	677
GWK60_C00539	706	648	246	207	186	197	411	147	220	125	123	94	92	53	134	131	141	211	364	291
GWK60_C00561	1920	1639	565	466	362	495	872	308	423	200	155	117	99	77	95	85	215	261	1151	884
GWK60_C00583	1183	1133	702	492	446	537	1016	332	442	254	201	134	137	86	110	136	167	205	773	526
GWK60_C00605	5	5	4	2	7	8	10	8	10	12	3	7	4	3	3	5	4	5	4	4
GWK60_C00627	125	138	199	146	261	196	136	99	115	119	87	57	93	66	71	106	43	95	92	78
GWK60_C00649	0	1	1	0	1	0	0	0	0	1	2	1	1	0	1	0	0	0	0	0
GWK60_C00671	182	167	281	323	380	322	484	178	325	344	300	199	259	208	198	316	160	255	204	135
GWK60_C00693	814	840	1643	1311	2141	1757	1861	1028	1790	1772	1287	637	1056	563	676	988	399	997	690	546
GWK60_C00715	275	227	441	445	536	473	895	298	456	392	317	217	330	182	319	327	120	231	146	111
GWK60_C00737	974	843	654	549	670	623	1426	505	908	736	619	475	683	419	647	727	383	576	564	388
GWK60_C00759	802	693	668	567	598	690	1026	435	897	573	494	370	435	302	438	526	288	418	613	450
GWK60_C00781	2224	1955	958	847	716	932	1239	465	592	420	326	246	295	200	330	424	421	699	1506	1119
GWK60_C00803	1806	1138	1684	1813	2905	2238	4017	1586	2946	2466	1903	1654	1834	1212	2741	2793	943	1983	924	772
GWK60_C00825	1338	1134	1134	1051	1217	1237	2169	781	1616	1027	923	700	882	578	792	940	488	699	810	607
GWK60_C00847	573	509	297	208	258	268	430	180	280	213	169	138	123	85	133	148	117	197	398	319
GWK60_C00869	584	601	518	412	571	528	635	408	706	541	452	274	362	297	272	368	198	298	372	320
